class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value
Agent,Anton Francesco Grazzini,,,Anton Francesco Grazzini,Anton Francesco Grazzini.md,F2LubQbnYJa9,268386773098231066963,identifier,http://www.wikidata.org/entity/Q602056,,,,,,,,,,,,,,,,
Agent,Anton Francesco Grazzini,,,Anton Francesco Grazzini,Anton Francesco Grazzini.md,F2LubQbnYJa9,268386773098231066963,identifier,https://it.wikisource.org/wiki/Autore:Anton_Francesco_Grazzini,,,,,,,,,,,,,,,,
Agent,Anton Francesco Grazzini,,,Anton Francesco Grazzini,Anton Francesco Grazzini.md,F2LubQbnYJa9,268386773098231066963,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/biMv3WvB897w,(Malato 1993),,,,,,,,,,,,,,
Agent,Anton Francesco Grazzini,,,Anton Francesco Grazzini,Anton Francesco Grazzini.md,F2LubQbnYJa9,268386773098231066963,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Anton Francesco Grazzini,,,Anton Francesco Grazzini,Anton Francesco Grazzini.md,F2LubQbnYJa9,268386773098231066963,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Anton Francesco Grazzini,,,Anton Francesco Grazzini,Anton Francesco Grazzini.md,F2LubQbnYJa9,268386773098231066963,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GvYVBMCkzMzW,Firenze,,,,,,,,
Agent,Anton Francesco Grazzini,,,Anton Francesco Grazzini,Anton Francesco Grazzini.md,F2LubQbnYJa9,268386773098231066963,member_of,,,,,,,,,,,,,,,,,
Agent,Anton Francesco Grazzini,,,Anton Francesco Grazzini,Anton Francesco Grazzini.md,F2LubQbnYJa9,268386773098231066963,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,
Agent,Anton Francesco Grazzini,,,Anton Francesco Grazzini,Anton Francesco Grazzini.md,F2LubQbnYJa9,268386773098231066963,related_to,,,,,,,,,,,,,,,,,
Agent,Anton Francesco Grazzini,,,Anton Francesco Grazzini,Anton Francesco Grazzini.md,F2LubQbnYJa9,268386773098231066963,notable_work,,,,,,,,,,,,,,,,,
Agent,Anton Francesco Grazzini,,,Anton Francesco Grazzini,Anton Francesco Grazzini.md,F2LubQbnYJa9,268386773098231066963,interested_in,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fAjWJgtLnHhs,commedia dell'arte,
Agent,Anton Francesco Grazzini,,,Anton Francesco Grazzini,Anton Francesco Grazzini.md,F2LubQbnYJa9,268386773098231066963,catalog_identifier,,,,,,,,,,,,,,,,,
