class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,duel,duel.md,duel,mFiPL4Hssca2,892306562466594335460,instance_of,,,
Concept,duel,duel.md,duel,mFiPL4Hssca2,892306562466594335460,subclass_of,,,
Concept,duel,duel.md,duel,mFiPL4Hssca2,892306562466594335460,identifier,,,http://www.wikidata.org/entity/Q191503
