class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Cesare Crispolti,,,Cesare Crispolti,Cesare Crispolti.md,eray9JJyRuAc,760479385688922759709,identifier,http://www.wikidata.org/entity/Q55226811,,,,,,,,,,,,,,,,
Agent,Cesare Crispolti,,,Cesare Crispolti,Cesare Crispolti.md,eray9JJyRuAc,760479385688922759709,described_by_source,,,,,,,,,,,,,,,,,
Agent,Cesare Crispolti,,,Cesare Crispolti,Cesare Crispolti.md,eray9JJyRuAc,760479385688922759709,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,
Agent,Cesare Crispolti,,,Cesare Crispolti,Cesare Crispolti.md,eray9JJyRuAc,760479385688922759709,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,
Agent,Cesare Crispolti,,,Cesare Crispolti,Cesare Crispolti.md,eray9JJyRuAc,760479385688922759709,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mkV3zAKyhxGc,Perugia,,,,,,,,,
Agent,Cesare Crispolti,,,Cesare Crispolti,Cesare Crispolti.md,eray9JJyRuAc,760479385688922759709,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/htvvES2xJL7N,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FhzJj6sXkzSq', 'label': '(Teza 2017)'}]",Accademia degli Insensati di Perugia,,,,,,
Agent,Cesare Crispolti,,,Cesare Crispolti,Cesare Crispolti.md,eray9JJyRuAc,760479385688922759709,occupation,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Tp8Vv7L76ygP,historian,,,,
Agent,Cesare Crispolti,,,Cesare Crispolti,Cesare Crispolti.md,eray9JJyRuAc,760479385688922759709,related_to,,,,,,,,,,,,,,,,,
Agent,Cesare Crispolti,,,Cesare Crispolti,Cesare Crispolti.md,eray9JJyRuAc,760479385688922759709,notable_work,,,,,,,,,,,,,,,,,
Agent,Cesare Crispolti,,,Cesare Crispolti,Cesare Crispolti.md,eray9JJyRuAc,760479385688922759709,interested_in,,,,,,,,,,,,,,,,,
Agent,Cesare Crispolti,,,Cesare Crispolti,Cesare Crispolti.md,eray9JJyRuAc,760479385688922759709,catalog_identifier,,,,,,,,,,,,,,,,,
