class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F078520000010101_000000198202C,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8Li53sDGriur,Gasparo Patronieri,,,,,,,,,,,,,,,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2Crj9QoT9n4X,Il desiderio. Primo libro de diversi eccellentissimi autori a quattro voci,,,,,,,,,,,,,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,based_on,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,text,,,,,,,,,,,,,,"Dolce contrade oh chiusi e cheti valli
Dov'è il mio sol? pure quinci lontano
Ond'l mio duro piant'ognor rinova
Oh ben nati fioretti bianch'e gialli
Che cor spesso solea la bianca mano
Dove son gl'occhi miei che qui non trovo.",,,,,,,,,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,language,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,,,,,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,subject,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RxPzK5AT4e8P,longing,,,,,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,poetic_type,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/494MWJWBbbLj,eye,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Suq86ApyHSzQ,weeping,,
MusicComposition,Dolce contrade oh chius'e cheti valli (Patronieri),,"[""Dolce contrade o chius'e cheti valli""]",Dolce contrade oh chius'e cheti valli (Patronieri),Dolce contrade oh chius'e cheti valli (Patronieri).md,RcohwER3qXer,487225096369621160430,metre,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable
