class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F050990001010101_000000055700C,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WVZrkshWg3EB,Maddalena Casulana,,,,,,,,,,,,,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ty532fD3uiFg,Di Maddalena Casulana il secondo libro de madrigali a quattro voci,,,,,,,,,,,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,based_on,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,text,,,,,,,,,,,,,,"Cinta di fior'un giorno
A la riva d'un fiume
Sedea la nimpha mia pescand'al'onde
E gli augellett'intorno
E gli arbor'e le fronde
Facean cantando fest'al suo bel lume
E non s'udivan venti
Al suon d'i dolc'accenti
Mentre lieta cantando
S'accordan l'onde seco mormorando.",,,,,,,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,language,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,,,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,subject,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,subject,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bHJG3dg7VrRb,music making,,,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,poetic_type,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ByFdYpwqvPWu,nymph,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EY8rp5qPSPGb,tree,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dvd5PGqiBSVe,songbird,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Dw8U7c9dKgjv,singing,,
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,metre,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable
MusicComposition,Cinta di fiori un giorno (Casulana),,,Cinta di fiori un giorno (Casulana),Cinta di fiori un giorno (Casulana).md,ji6CBr5MkQ5C,860579768254743551755,metre,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable
