class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",fgNACnzEUHN6,777413504402154991738,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",fgNACnzEUHN6,777413504402154991738,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",fgNACnzEUHN6,777413504402154991738,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",fgNACnzEUHN6,777413504402154991738,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8cwGVT3ZREMt', 'label': 'Laura Terracina'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq,author,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",fgNACnzEUHN6,777413504402154991738,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FqBWCu5YvZzH,Dianora Sanseverino,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",fgNACnzEUHN6,777413504402154991738,part_of,,,,,,,,All'Ill. Donna Dianora Sanseverina.,10.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2TJweZdSVTg3,Quinte Rime della signora Laura Terracina detta Phebea nell'Academia de gl'Incogniti,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",fgNACnzEUHN6,777413504402154991738,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",fgNACnzEUHN6,777413504402154991738,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",fgNACnzEUHN6,777413504402154991738,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KpdhpGrFkRVD,assonance,,,,,,,,,
PoeticWork,"Son pochi i giorni, e poche anchor son l'hore",,,"Son pochi i giorni, e poche anchor son l'hore","Son pochi i giorni, e poche anchor son l'hore.md",fgNACnzEUHN6,777413504402154991738,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
