class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,text_value,language_value,language_label
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RPt3AF9FDvgd,Veronica Gambara,,,,,,,,,,,,,,,,
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,part_of,,,,,,,,5.0,61.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oGnKtr52k4Ac,(Gambara 1995),,,,,,,,,,,,
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Bvvit9jGS3mp,longing,,,,,,,,
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,depicts,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,text,,,,,,,,,,,,,,,,,,,,,"Non bastava ad amor empio e fallace
Avermi priva del tuo sacro volto,
Senza 'l quale essend'io, è da me tolto
Ogni mio bene, ogni contento e pace,

Che ancor per crescer più l'ardente face
Non me lassò mostrarti il male accolto
Pel tuo partir nel cor, ne' come involto
Fosse per tal effetto in duol tenace.

Ma poiché Amor crudel non volse, allora
Con questa mia piangendo e 'l dico e scrivo
Esser te sol colui, che 'l cor adora.

E benché quel sia del vederti privo,
D'altro ch'a te pensar non vive ognora
E 'n tal stato ha a restar per sin chi'io vivo.",,
PoeticWork,Non bastava ad amor empio e fallace,,,Non bastava ad amor empio e fallace,Non bastava ad amor empio e fallace.md,FvDuy9eLYtKM,287168088595130594791,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian
