class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,metre,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YZkrDgDqrsaF,heptasyllable,,,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DqHJq2jmhRJf,butterfly,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/n8dKKupcf2zK,flying,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kP2NxcnivHFi,deer,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iUnzyAtvGSK8,river,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GMAwvtJt3st5,chain,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NbBMYT8M5qdr,flame,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,depicts,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,language,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,text,,,,,,,,,,,,,,,,,,,,,,,"Se la farfalla al suo splendor ameno
Vola, non sa ch'è fiamm'al fin discara:
Se quand'il cervio per sete vien meno,
Al rio va, non sa della freccia amara;
S'il lioncorno corre al casto seno,
Non vede il laccio che se gli prepara:
I' al lum', al font', al grembo del mio bene,
Veggio le fiamme, i strali e le cathene.

S'è dolce il mio languire,
Perché quell'altra face sì m'appaga,
Perché l'arco divin sì dolce impiaga,
Perché in quel nodo è avolto il mio desire;
Mi fien eterni impacci
Fiamme al cor, strali al petto, a l'alma lacci."
