class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,identifier,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,described_by_source,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2brEqdcLsYfo,Giordano Bruno,,,,,,,,,,,,,,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,part_of,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NaH87wQeSvh2,Dialogo Terzo.,De gli eroici furori,,,,,,,,,,,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,based_on,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,derivative_work,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,subject,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aKwdk5uSxc8v,juxtaposition,,,,,,,,,
PoeticWork,Se la farfalla al suo splendor ameno,,,Se la farfalla al suo splendor ameno,Se la farfalla al suo splendor ameno.md,DQMYFeP5dcAi,235083679428401384104,poetic_type,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
