class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,proportion,atio between two quantities,,proportion,proportion.md,L7k8h55NKakA,373523871055034707235,identifier,http://www.wikidata.org/entity/Q2631509,
Concept,proportion,atio between two quantities,,proportion,proportion.md,L7k8h55NKakA,373523871055034707235,described_by_source,,
