class,label,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,publisher,publisher,publisher.md,o2jeCDMBAhqR,928879936514517447776,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,,
Concept,publisher,publisher,publisher.md,o2jeCDMBAhqR,928879936514517447776,subclass_of,,,,
Concept,publisher,publisher,publisher.md,o2jeCDMBAhqR,928879936514517447776,identifier,,,,http://www.wikidata.org/entity/Q2516866
