class,aliases,base_name,filename,label,id,n_id,property,part_of_value,part_of_label,citation_value,isbn_value,identifier_value
BibliographicResource,['bagniLAccademiaPalermitanaAccesi2020'],(Bagni 2020),(Bagni 2020).md,(Bagni 2020),hjsfvPKzE3R7,819958909318745916737,part_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VzDB9FgKgMET,"(Everson, Reidy, and Sampson 2020)",,,
BibliographicResource,['bagniLAccademiaPalermitanaAccesi2020'],(Bagni 2020),(Bagni 2020).md,(Bagni 2020),hjsfvPKzE3R7,819958909318745916737,citation,,,"Bagni, Irene. 2020. ‘L’Accademia Palermitana Degli Accesi’. In The Italian Academies 1525-1700: Networks of Culture, Innovation and Dissent, edited by Jane E. Everson, Denis V. Reidy, and Lisa Sampson, 233–44. Italian Perspectives 31. London New York: Routledge, Taylor & Francis Group.",,
BibliographicResource,['bagniLAccademiaPalermitanaAccesi2020'],(Bagni 2020),(Bagni 2020).md,(Bagni 2020),hjsfvPKzE3R7,819958909318745916737,isbn,,,,978-0-367-59848-8,
BibliographicResource,['bagniLAccademiaPalermitanaAccesi2020'],(Bagni 2020),(Bagni 2020).md,(Bagni 2020),hjsfvPKzE3R7,819958909318745916737,identifier,,,,,
