class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,identifier,https://versologie.cz/poetree/browser/poem?corpus=it&id_poem=31136,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ipSJVTEhEkc6,(Di Maro 2021),,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EBMKwsCza3hd,Ludovico Ariosto,,,,,,,,,,,,,,,,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,part_of,,,,,,,,,"Canto XLIV, 61",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XU8S5WyvBShC,Orlando furioso,,,,,,,,,,,,,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4yA7EuAeTMCw,perseverance,,,,,,,,,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/S5rgXsLyRcxB,Ruggiero,,,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QcHkWZUZDi75,Bradamante,,,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,language,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,
PoeticWork,"Ruggier, qual sempre fui, tal esser voglio",,,"Ruggier, qual sempre fui, tal esser voglio","Ruggier, qual sempre fui, tal esser voglio.md",ipSYHRQgqztR,842245337056299549374,text,,,,,,,,,,,,,,,,,,,,,,,,"Ruggier, qual sempre fui, tal esser voglio
Fin alla morte, e più, se più si puote.
O sìami Amor benigno o m'usi orgoglio,
O me Fortuna in alto o in basso ruote,
Immobil son di vera fede scoglio
Che d'ogn'intorno il vento e il mar percuote:
Né già mai per bonaccia né per verno
Luogo mutai, né muterò in eterno."
