class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/drasiKYKtnDo,Giovanna d'Aragona,,,,,,,,,,,,,,,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WVoqVbuogPXu,Fausta Tacita,,,,,,,,,,,,,,,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,part_of,,,,,,,,310.0,Fausta Tacita.,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ENq7SsHPfC3T,Del tempio alla divina signora donna Giovanna d'Aragona,,,,,,,,,,,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WdY5JsWWztUd,republic of letters,,,,,,,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/drasiKYKtnDo,Giovanna d'Aragona,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aZcsYMk8W84Z,salon,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Q9hnBAQFhpb7,time,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nGmjWLga97hz,lightning,,,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,text,,,,,,,,,,,,,,,,,,,,,,"Non teme oh Dea di questa età gentile
La fabrica immortal del Tempio vostro,
Quanto offende la nostra; e ogni simile
Ad altrui danno, e per essempio nostro,
Folgori, tuoni, e l'immutabil stile
Del tempo crudo, e dispietato monstro;
Sendo i beati suoi fabricatori
Alme, eccellenti, e gloriosi cori.",,
PoeticWork,Non teme oh Dea di questa età gentile,,['Non teme ò Dea di questa età gentile'],Non teme oh Dea di questa età gentile,Non teme oh Dea di questa età gentile.md,iNStXX4UFoEj,832834726583739357515,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
