class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,mountain,,,mountain,mountain.md,SKQKJ7R9NHcd,501557821990242424355,identifier,http://www.wikidata.org/entity/Q8502,
Concept,mountain,,,mountain,mountain.md,SKQKJ7R9NHcd,501557821990242424355,described_by_source,,
