class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,"['dancing', 'danza', 'balletto']",dance,dance.md,dance,SdFEzi7he4AR,508016781038868086117,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NipdbPwHTGmA,activity,,,
Concept,"['dancing', 'danza', 'balletto']",dance,dance.md,dance,SdFEzi7he4AR,508016781038868086117,subclass_of,,,,,
Concept,"['dancing', 'danza', 'balletto']",dance,dance.md,dance,SdFEzi7he4AR,508016781038868086117,opposite_of,,,,,
Concept,"['dancing', 'danza', 'balletto']",dance,dance.md,dance,SdFEzi7he4AR,508016781038868086117,identifier,,,,,http://www.wikidata.org/entity/Q11639
