class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_volume,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dGUWfMNNCYuo,Gaspara Stampa,,,,,,,,,,,,,,,,,,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,part_of,,,,,,,,97.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ENUbQJ8t6z8B,1.0,Gaspara Stampa.,Componimenti poetici delle piu' illustri rimatrici d'ogni secolo,,,,,,,,,,,,,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PnQVizCoWTD4,Artemis,,,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Nf6cF32SCt6E,singing,,,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,"Tu, che agli antichi spirti vai di paro",,,"Tu, che agli antichi spirti vai di paro","Tu, che agli antichi spirti vai di paro.md",ALss7N8RAJqP,171920491239349646406,text,,,,,,,,,,,,,,,,,,,,,,,,,"Tu, che agli antichi spirti vai di paro,
E con le dotte, ed onorate rime
Rischiari l'acque, e fai fiorir le cime
Del colle, ove si scende oggi sì raro;

Movi il canto, Molin, canoro, e chiaro,
Se mai movesti, e il mio Colle sublime
Fa fiorir fra le cose al Mondo prime;
Poiché a me il Ciel di farlo è stato avaro?

A me die solo amarlo, e l'amo quanto
Si puote amar; ma il celebrarlo poi
È a' altro stil l'incarco, che di Donna.

Qui convien sol la tua cetra, e il tuo canto,
Chiaro Signor, tu sol descriver puoi.
Questa del viver mio, salda colonna."
