class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,QpseFym6nvbc,470958591305323786543,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F086880000010101_000000229700C,,,,,,,,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,QpseFym6nvbc,470958591305323786543,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,QpseFym6nvbc,470958591305323786543,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KMtT3sEksj7N,madrigal,,,,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,QpseFym6nvbc,470958591305323786543,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kUiiaYvUfK7o,Isabella Andreini,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,QpseFym6nvbc,470958591305323786543,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8rnz4uBchUD8,Donato Antonio Spano,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,QpseFym6nvbc,470958591305323786543,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DzbuNUvSvoJb,Di Donat'Antonio Spano il Primo Libro de Madrigali a cinque voci,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,QpseFym6nvbc,470958591305323786543,instrumentation,,,,,,,,,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,QpseFym6nvbc,470958591305323786543,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GdukNMqWzoWr,Dopo la pioggia del mio pianto amaro,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,QpseFym6nvbc,470958591305323786543,derivative_work,,,,,,,,,,,,,,,
MusicComposition,Dopo la pioggia del mio pianto amaro (Spano),,,Dopo la pioggia del mio pianto amaro (Spano),Dopo la pioggia del mio pianto amaro (Spano).md,QpseFym6nvbc,470958591305323786543,text,,,,,,,,,,,,,,,
