class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value,language_value,subject_value
MusicComposition,Cantava in riva al fiume (Agostini),,,Cantava in riva al fiume (Agostini),Cantava in riva al fiume (Agostini).md,LhSYf9XPs7na,385721348552193975383,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/037220000010101_000000002400C,,,,,,,,,,,,,,,,
MusicComposition,Cantava in riva al fiume (Agostini),,,Cantava in riva al fiume (Agostini),Cantava in riva al fiume (Agostini).md,LhSYf9XPs7na,385721348552193975383,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,
MusicComposition,Cantava in riva al fiume (Agostini),,,Cantava in riva al fiume (Agostini),Cantava in riva al fiume (Agostini).md,LhSYf9XPs7na,385721348552193975383,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,
MusicComposition,Cantava in riva al fiume (Agostini),,,Cantava in riva al fiume (Agostini),Cantava in riva al fiume (Agostini).md,LhSYf9XPs7na,385721348552193975383,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XtiKQkt7awAq,Lodovico Agostini,,,,,,,,,
MusicComposition,Cantava in riva al fiume (Agostini),,,Cantava in riva al fiume (Agostini),Cantava in riva al fiume (Agostini).md,LhSYf9XPs7na,385721348552193975383,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jPYPYvZuSBLf,Il nuovo echo a cinque voci,,,,,,,
MusicComposition,Cantava in riva al fiume (Agostini),,,Cantava in riva al fiume (Agostini),Cantava in riva al fiume (Agostini).md,LhSYf9XPs7na,385721348552193975383,instrumentation,,,,,,,,,,,,,,,,,
MusicComposition,Cantava in riva al fiume (Agostini),,,Cantava in riva al fiume (Agostini),Cantava in riva al fiume (Agostini).md,LhSYf9XPs7na,385721348552193975383,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PkREKU5PxNwv,Cantava in riva al fiume,,,,
MusicComposition,Cantava in riva al fiume (Agostini),,,Cantava in riva al fiume (Agostini),Cantava in riva al fiume (Agostini).md,LhSYf9XPs7na,385721348552193975383,derivative_work,,,,,,,,,,,,,,,,,
MusicComposition,Cantava in riva al fiume (Agostini),,,Cantava in riva al fiume (Agostini),Cantava in riva al fiume (Agostini).md,LhSYf9XPs7na,385721348552193975383,text,,,,,,,,,,,,,,,,,
MusicComposition,Cantava in riva al fiume (Agostini),,,Cantava in riva al fiume (Agostini),Cantava in riva al fiume (Agostini).md,LhSYf9XPs7na,385721348552193975383,language,,,,,,,,,,,,,,,,,
MusicComposition,Cantava in riva al fiume (Agostini),,,Cantava in riva al fiume (Agostini),Cantava in riva al fiume (Agostini).md,LhSYf9XPs7na,385721348552193975383,subject,,,,,,,,,,,,,,,,,
