class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_value,part_of_volume,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nMw8jYr9snZK,Veneranda Bragadina Cavalli,,,,,,,,,,,,,,,,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,part_of,,,,,,,,129.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ENUbQJ8t6z8B,2.0,Veneranda Bragadina. Cavalli.,Componimenti poetici delle piu' illustri rimatrici d'ogni secolo,,,,,,,,,,,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2UUH2dSJC9jn,dialogue,,,,,,,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PgcFuPe2GzQH,loyalty,,,,,,,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EbB4YoFvmYce,heart,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TRHMAMaRfnLP,torment,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/b4iEGX754ExJ,chain,,,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/85kGqMwffVs7,Italian,
PoeticWork,"Dimmi, altero mio cor, che ti lamenti",,,"Dimmi, altero mio cor, che ti lamenti","Dimmi, altero mio cor, che ti lamenti.md",BTJrmgF4RvKN,194880989686339753802,text,,,,,,,,,,,,,,,,,,,,,,,,,"Dimmi, altero mio cor, che ti lamenti
Se preda sei, di chi è poco fedele?
Non ti sovviene, che pianti, e querele
Di molti avesti a gioco, e i loro tormenti?

Or se questo non neghi, ma consenti,
Che fosti a chi t'amò sempre crudele;
Giustissimo mi par, ch'anco infedele,
Quel, che ti è dato in sorte provi, e senti.

Che far dunque dobbiamo; poiché il Ciel vuole,
Che ritroviamo ugual la pena al merto,
Per tor in pace questo odioso laccio?

Miriamo il Cielo, ivi ogni ben si suole
Unito ritrovar sicuro, e certo,
Libero, e sciolto da mondan impaccio."
