class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,Latin,Latin.md,Latin,5Wz2ksVXGvty,72400398632198069173,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Vr4quyEJjBSq,language,,,
Concept,Latin,Latin.md,Latin,5Wz2ksVXGvty,72400398632198069173,subclass_of,,,,,
Concept,Latin,Latin.md,Latin,5Wz2ksVXGvty,72400398632198069173,opposite_of,,,,,
Concept,Latin,Latin.md,Latin,5Wz2ksVXGvty,72400398632198069173,identifier,,,,,http://www.wikidata.org/entity/Q397
