class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_volume,part_of_value,part_of_pages,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,identifier,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9ENdykkNtf6X,anonymous,,,,,,,,,,,,,,,,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,part_of,,,,,,,,Scherzo XLII. Dello stesso. Varie difinizioni d'Amore,2.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YYFRNeCKx9AL,207-210,Della corona di Apollo composta del piu vago de' fiori di permesso. Da Piergirolamo Gentile,,,,,,,,,,,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TfTjBsLkYTWn,love,,,,,,,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XLktudVaMszu,anaphora,,,,,,,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2i89qrxS3XR,metaphor,,,,,,,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ngTwYTt8Gx5h,barzelletta,,,,,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/VQaYNbLwFqmy,octosyllable,,,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UZuCbSwwuwLY,lover,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Suq86ApyHSzQ,weeping,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ACTN7uuqiNiD,torment,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/SjAbGui7MhdK,jealousy,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7SiSdUEKzaiU,game,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bQEbyzNZYNAJ,poison,,,
PoeticWork,"Quest'amore, Quest'arsura",,,"Quest'amore, Quest'arsura","Quest'amore, Quest'arsura.md",5o8cEMHwHFYa,78241121077752708989,depicts,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LTQ6mRAUPjbA,tyrant,,,
