class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,subclass_of_value
Concept,monster,,,monster,monster.md,DKaPi8XQJjLG,233355130672472416427,identifier,http://www.wikidata.org/entity/Q276453,,,,
Concept,monster,,,monster,monster.md,DKaPi8XQJjLG,233355130672472416427,described_by_source,,,,,
Concept,monster,,,monster,monster.md,DKaPi8XQJjLG,233355130672472416427,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sase3zEpuPuV,mythical character,
Concept,monster,,,monster,monster.md,DKaPi8XQJjLG,233355130672472416427,subclass_of,,,,,
