class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Modena,,,Modena,Modena.md,2t7HgDY8Fyy6,18135170001460510882,identifier,http://www.wikidata.org/entity/Q279,,,,,
Place,Modena,,,Modena,Modena.md,2t7HgDY8Fyy6,18135170001460510882,described_by_source,,,,,,
Place,Modena,,,Modena,Modena.md,2t7HgDY8Fyy6,18135170001460510882,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Crg84MViZYxd,city,,
Place,Modena,,,Modena,Modena.md,2t7HgDY8Fyy6,18135170001460510882,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/R4DkJ4Zkas7S,Italy
