class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,title_value,inception_value,has_version_publication_date,has_version_permalink,has_version_place_of_publication,has_version_external_source,contributor_value,subject_value,has_part_value,based_on_value,catalog_identifier_value
Book,Rime della Accademia de gli Accesi di Palermo,,,Rime della Accademia de gli Accesi di Palermo,Rime della Accademia de gli Accesi di Palermo.md,KWW2iDMQ3KpF,361125150982096600474,identifier,https://edit16.iccu.sbn.it/titolo/CNCE000024,,,,,,,,,,,,,,
Book,Rime della Accademia de gli Accesi di Palermo,,,Rime della Accademia de gli Accesi di Palermo,Rime della Accademia de gli Accesi di Palermo.md,KWW2iDMQ3KpF,361125150982096600474,described_by_source,,,,,,,,,,,,,,,
Book,Rime della Accademia de gli Accesi di Palermo,,,Rime della Accademia de gli Accesi di Palermo,Rime della Accademia de gli Accesi di Palermo.md,KWW2iDMQ3KpF,361125150982096600474,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QXGbSHBTa8pT,poetry collection,,,,,,,,,,,
Book,Rime della Accademia de gli Accesi di Palermo,,,Rime della Accademia de gli Accesi di Palermo,Rime della Accademia de gli Accesi di Palermo.md,KWW2iDMQ3KpF,361125150982096600474,title,,,,,Rime della Accademia de gli Accesi di Palermo,,,,,,,,,,
Book,Rime della Accademia de gli Accesi di Palermo,,,Rime della Accademia de gli Accesi di Palermo,Rime della Accademia de gli Accesi di Palermo.md,KWW2iDMQ3KpF,361125150982096600474,inception,,,,,,1571.0,,,,,,,,,
Book,Rime della Accademia de gli Accesi di Palermo,,,Rime della Accademia de gli Accesi di Palermo,Rime della Accademia de gli Accesi di Palermo.md,KWW2iDMQ3KpF,361125150982096600474,has_version,,,,,,,1571.0,https://edit16.iccu.sbn.it/titolo/CNCE000024,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oGKLKS85gr5i', 'label': 'Palermo'}]",https://books.google.it/books?id=BKe0YP2sGZUC,,,,,
Book,Rime della Accademia de gli Accesi di Palermo,,,Rime della Accademia de gli Accesi di Palermo,Rime della Accademia de gli Accesi di Palermo.md,KWW2iDMQ3KpF,361125150982096600474,contributor,,,,,,,,,,,,,,,
Book,Rime della Accademia de gli Accesi di Palermo,,,Rime della Accademia de gli Accesi di Palermo,Rime della Accademia de gli Accesi di Palermo.md,KWW2iDMQ3KpF,361125150982096600474,subject,,,,,,,,,,,,,,,
Book,Rime della Accademia de gli Accesi di Palermo,,,Rime della Accademia de gli Accesi di Palermo,Rime della Accademia de gli Accesi di Palermo.md,KWW2iDMQ3KpF,361125150982096600474,has_part,,,,,,,,,,,,,,,
Book,Rime della Accademia de gli Accesi di Palermo,,,Rime della Accademia de gli Accesi di Palermo,Rime della Accademia de gli Accesi di Palermo.md,KWW2iDMQ3KpF,361125150982096600474,based_on,,,,,,,,,,,,,,,
Book,Rime della Accademia de gli Accesi di Palermo,,,Rime della Accademia de gli Accesi di Palermo,Rime della Accademia de gli Accesi di Palermo.md,KWW2iDMQ3KpF,361125150982096600474,catalog_identifier,,,,,,,,,,,,,,,
