class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_external_source,has_version_holding_institution,has_version_place_of_publication,has_version_publication_date,contributor_role,contributor_value,contributor_label,subject_value,subject_label,based_on_value,catalog_identifier_value,has_part_value
Book,Arithmologia sive De abditis Numerorum mysteriis,,,Arithmologia sive De abditis Numerorum mysteriis,Arithmologia sive De abditis Numerorum mysteriis.md,KH7kyCfwutwC,356277343373114895934,identifier,,,,,,,,,,,,,,,,,,,
Book,Arithmologia sive De abditis Numerorum mysteriis,,,Arithmologia sive De abditis Numerorum mysteriis,Arithmologia sive De abditis Numerorum mysteriis.md,KH7kyCfwutwC,356277343373114895934,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dKe4WnfuiDQk,(Eco 2017),,,,,,,,,,,,,,,,
Book,Arithmologia sive De abditis Numerorum mysteriis,,,Arithmologia sive De abditis Numerorum mysteriis,Arithmologia sive De abditis Numerorum mysteriis.md,KH7kyCfwutwC,356277343373114895934,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/9m23V9Hha9iA,treatise,,,,,,,,,,,,,,
Book,Arithmologia sive De abditis Numerorum mysteriis,,,Arithmologia sive De abditis Numerorum mysteriis,Arithmologia sive De abditis Numerorum mysteriis.md,KH7kyCfwutwC,356277343373114895934,title,,,,,,Arithmologia sive De abditis Numerorum mysteriis,,,,,,,,,,,,,
Book,Arithmologia sive De abditis Numerorum mysteriis,,,Arithmologia sive De abditis Numerorum mysteriis,Arithmologia sive De abditis Numerorum mysteriis.md,KH7kyCfwutwC,356277343373114895934,inception,,,,,,,,,,,,,,,,,,,
Book,Arithmologia sive De abditis Numerorum mysteriis,,,Arithmologia sive De abditis Numerorum mysteriis,Arithmologia sive De abditis Numerorum mysteriis.md,KH7kyCfwutwC,356277343373114895934,has_version,,,,,,,,https://diglib.hab.de/drucke/1-1arithm/start.htm,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KEA7B7G3KUCJ', 'label': 'Herzog August Library'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/J6uXo2g5NfHE', 'label': 'Roma'}]",1665.0,,,,,,,,
Book,Arithmologia sive De abditis Numerorum mysteriis,,,Arithmologia sive De abditis Numerorum mysteriis,Arithmologia sive De abditis Numerorum mysteriis.md,KH7kyCfwutwC,356277343373114895934,contributor,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FtSfAj42F27w,Athanasius Kircher,,,,,
Book,Arithmologia sive De abditis Numerorum mysteriis,,,Arithmologia sive De abditis Numerorum mysteriis,Arithmologia sive De abditis Numerorum mysteriis.md,KH7kyCfwutwC,356277343373114895934,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bnvEv4i9tErt,ars combinatoria,,,
Book,Arithmologia sive De abditis Numerorum mysteriis,,,Arithmologia sive De abditis Numerorum mysteriis,Arithmologia sive De abditis Numerorum mysteriis.md,KH7kyCfwutwC,356277343373114895934,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TkUXmQEgY6Yz,astrology,,,
Book,Arithmologia sive De abditis Numerorum mysteriis,,,Arithmologia sive De abditis Numerorum mysteriis,Arithmologia sive De abditis Numerorum mysteriis.md,KH7kyCfwutwC,356277343373114895934,based_on,,,,,,,,,,,,,,,,,,,
Book,Arithmologia sive De abditis Numerorum mysteriis,,,Arithmologia sive De abditis Numerorum mysteriis,Arithmologia sive De abditis Numerorum mysteriis.md,KH7kyCfwutwC,356277343373114895934,catalog_identifier,,,,,,,,,,,,,,,,,,,
Book,Arithmologia sive De abditis Numerorum mysteriis,,,Arithmologia sive De abditis Numerorum mysteriis,Arithmologia sive De abditis Numerorum mysteriis.md,KH7kyCfwutwC,356277343373114895934,has_part,,,,,,,,,,,,,,,,,,,
