class,base_name,filename,label,id,n_id,property,identifier_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Nasce la vita mia dal mio morire (Conforti),Nasce la vita mia dal mio morire (Conforti).md,Nasce la vita mia dal mio morire (Conforti),jL6SGWpubEak,852616604085658886217,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F167090001010101_000000067200C,,,,,,,,,,,,
MusicComposition,Nasce la vita mia dal mio morire (Conforti),Nasce la vita mia dal mio morire (Conforti).md,Nasce la vita mia dal mio morire (Conforti),jL6SGWpubEak,852616604085658886217,instance_of,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,Nasce la vita mia dal mio morire (Conforti),Nasce la vita mia dal mio morire (Conforti).md,Nasce la vita mia dal mio morire (Conforti),jL6SGWpubEak,852616604085658886217,contributor,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cAY8wr9pyjdc,Gaspara Stampa,,,,,,,
MusicComposition,Nasce la vita mia dal mio morire (Conforti),Nasce la vita mia dal mio morire (Conforti).md,Nasce la vita mia dal mio morire (Conforti),jL6SGWpubEak,852616604085658886217,contributor,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LJuf5DWS7fsZ,Giovanni Battista Conforti,,,,,,,
MusicComposition,Nasce la vita mia dal mio morire (Conforti),Nasce la vita mia dal mio morire (Conforti).md,Nasce la vita mia dal mio morire (Conforti),jL6SGWpubEak,852616604085658886217,part_of,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Q3kMfhYATxFo,Madrigali di Giovan Battista Conforti nuovamente dati in luce et corretti da Claudio Correggio. A cinque voci. Libro primo,,,,,
MusicComposition,Nasce la vita mia dal mio morire (Conforti),Nasce la vita mia dal mio morire (Conforti).md,Nasce la vita mia dal mio morire (Conforti),jL6SGWpubEak,852616604085658886217,instrumentation,,,,,,,,,,,,,
MusicComposition,Nasce la vita mia dal mio morire (Conforti),Nasce la vita mia dal mio morire (Conforti).md,Nasce la vita mia dal mio morire (Conforti),jL6SGWpubEak,852616604085658886217,based_on,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Z8LagqusijsM,Nasce la vita mia dal mio morire,,
MusicComposition,Nasce la vita mia dal mio morire (Conforti),Nasce la vita mia dal mio morire (Conforti).md,Nasce la vita mia dal mio morire (Conforti),jL6SGWpubEak,852616604085658886217,derivative_work,,,,,,,,,,,,,
MusicComposition,Nasce la vita mia dal mio morire (Conforti),Nasce la vita mia dal mio morire (Conforti).md,Nasce la vita mia dal mio morire (Conforti),jL6SGWpubEak,852616604085658886217,text,,,,,,,,,,,,,
