class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value
Agent,Vitruvius,,['Vitruvio'],Vitruvius,Vitruvius.md,oHQS4F4PD6ye,934188405978644473746,identifier,,,,,,,,,,,,,,
Agent,Vitruvius,,['Vitruvio'],Vitruvius,Vitruvius.md,oHQS4F4PD6ye,934188405978644473746,described_by_source,,,,,,,,,,,,,,
Agent,Vitruvius,,['Vitruvio'],Vitruvius,Vitruvius.md,oHQS4F4PD6ye,934188405978644473746,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,
Agent,Vitruvius,,['Vitruvio'],Vitruvius,Vitruvius.md,oHQS4F4PD6ye,934188405978644473746,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,
Agent,Vitruvius,,['Vitruvio'],Vitruvius,Vitruvius.md,oHQS4F4PD6ye,934188405978644473746,work_location,,,,,,,,,,,,,,
Agent,Vitruvius,,['Vitruvio'],Vitruvius,Vitruvius.md,oHQS4F4PD6ye,934188405978644473746,member_of,,,,,,,,,,,,,,
Agent,Vitruvius,,['Vitruvio'],Vitruvius,Vitruvius.md,oHQS4F4PD6ye,934188405978644473746,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/cAB4xtQwUKbA,architect,,,,
Agent,Vitruvius,,['Vitruvio'],Vitruvius,Vitruvius.md,oHQS4F4PD6ye,934188405978644473746,related_to,,,,,,,,,,,,,,
Agent,Vitruvius,,['Vitruvio'],Vitruvius,Vitruvius.md,oHQS4F4PD6ye,934188405978644473746,notable_work,,,,,,,,,,,,,,
Agent,Vitruvius,,['Vitruvio'],Vitruvius,Vitruvius.md,oHQS4F4PD6ye,934188405978644473746,interested_in,,,,,,,,,,,,,,
Agent,Vitruvius,,['Vitruvio'],Vitruvius,Vitruvius.md,oHQS4F4PD6ye,934188405978644473746,catalog_identifier,,,,,,,,,,,,,,
