class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,loyalty,,"['faithfulness', 'allegiance', 'lealtà']",loyalty,loyalty.md,PgcFuPe2GzQH,447328663076447441505,identifier,http://www.wikidata.org/entity/Q1132131,
Concept,loyalty,,"['faithfulness', 'allegiance', 'lealtà']",loyalty,loyalty.md,PgcFuPe2GzQH,447328663076447441505,described_by_source,,
