class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label
Concept,flower,,"['fiore', 'blossom', 'bloom']",flower,flower.md,iNzQpg7zFBaG,833034886893959561183,identifier,http://www.wikidata.org/entity/Q506,,,
Concept,flower,,"['fiore', 'blossom', 'bloom']",flower,flower.md,iNzQpg7zFBaG,833034886893959561183,described_by_source,,,,
Concept,flower,,"['fiore', 'blossom', 'bloom']",flower,flower.md,iNzQpg7zFBaG,833034886893959561183,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/g6w9WMyeoMXb,plant
