class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,cA2VQsNtDVwP,704519916303186929106,identifier,http://www.wikidata.org/entity/Q138573824,,,,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,cA2VQsNtDVwP,704519916303186929106,described_by_source,,,,,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,cA2VQsNtDVwP,704519916303186929106,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,cA2VQsNtDVwP,704519916303186929106,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,cA2VQsNtDVwP,704519916303186929106,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TKTukTBozhcq,Venezia,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,cA2VQsNtDVwP,704519916303186929106,member_of,,,,,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,cA2VQsNtDVwP,704519916303186929106,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2hYMECrC2z35,publisher,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,cA2VQsNtDVwP,704519916303186929106,related_to,,,,,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,cA2VQsNtDVwP,704519916303186929106,notable_work,,,,,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,cA2VQsNtDVwP,704519916303186929106,interested_in,,,,,,,,,,,,,,,,,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,cA2VQsNtDVwP,704519916303186929106,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/99XEoHF9WPng', 'label': 'Italian Academies Database'}",16498.0,
Agent,Plinio Pietrasanta,,,Plinio Pietrasanta,Plinio Pietrasanta.md,cA2VQsNtDVwP,704519916303186929106,present_in_work,,,,,,,,,,,,,,,,,
