class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,Amar un sol amante è vero amore (Agostini),Amar un sol amante è vero amore (Agostini).md,Amar un sol amante è vero amore (Agostini),jTe2p333PELB,855351471491768267451,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,Amar un sol amante è vero amore (Agostini),Amar un sol amante è vero amore (Agostini).md,Amar un sol amante è vero amore (Agostini),jTe2p333PELB,855351471491768267451,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XtiKQkt7awAq,Lodovico Agostini,,,,,,,
MusicComposition,Amar un sol amante è vero amore (Agostini),Amar un sol amante è vero amore (Agostini).md,Amar un sol amante è vero amore (Agostini),jTe2p333PELB,855351471491768267451,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ewPgHKZpLaZe,Luigi Cassola,,,,,,,
MusicComposition,Amar un sol amante è vero amore (Agostini),Amar un sol amante è vero amore (Agostini).md,Amar un sol amante è vero amore (Agostini),jTe2p333PELB,855351471491768267451,part_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/buuMrgamSatG,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,,,
MusicComposition,Amar un sol amante è vero amore (Agostini),Amar un sol amante è vero amore (Agostini).md,Amar un sol amante è vero amore (Agostini),jTe2p333PELB,855351471491768267451,instrumentation,,,,,,,,,,,,
MusicComposition,Amar un sol amante è vero amore (Agostini),Amar un sol amante è vero amore (Agostini).md,Amar un sol amante è vero amore (Agostini),jTe2p333PELB,855351471491768267451,based_on,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oCZvoJhJWQ4V,Amar un sol amante è vero amore,,
MusicComposition,Amar un sol amante è vero amore (Agostini),Amar un sol amante è vero amore (Agostini).md,Amar un sol amante è vero amore (Agostini),jTe2p333PELB,855351471491768267451,derivative_work,,,,,,,,,,,,
MusicComposition,Amar un sol amante è vero amore (Agostini),Amar un sol amante è vero amore (Agostini).md,Amar un sol amante è vero amore (Agostini),jTe2p333PELB,855351471491768267451,text,,,,,,,,,,,,
