class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value
Concept,epistolary poem,,,epistolary poem,epistolary poem.md,dAdiibTyexvN,725379600586188307577,identifier,http://www.wikidata.org/entity/Q5383630,
Concept,epistolary poem,,,epistolary poem,epistolary poem.md,dAdiibTyexvN,725379600586188307577,described_by_source,,
