class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_pages,part_of_section,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F035185000101_PPPP00145801C,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oGuCnrkrFAY9,Angelo Grillo,,,,,,,,,,,,,,,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZmhzcSbPoocH,111.0,Di Livio Celiano.,Rime di diversi celebri poeti dell'età nostra,,,,,,,,,,,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,based_on,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,subject,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/3ruLTSyv8VeY,pastoral,,,,,,,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,poetic_type,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LEWu9yEF83UP,madrigale,,,,,,,
PoeticWork,Porta nel viso Aprile,,,Porta nel viso Aprile,Porta nel viso Aprile.md,DVFhAKCsw75c,236856729744117782701,metre,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
