class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,identifier_value
Agent,['Horatio Ariosti'],Orazio Ariosto,Orazio Ariosto.md,Orazio Ariosto,HYqZkM5fGv5U,320701554114647899967,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,
Agent,['Horatio Ariosti'],Orazio Ariosto,Orazio Ariosto.md,Orazio Ariosto,HYqZkM5fGv5U,320701554114647899967,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,
Agent,['Horatio Ariosti'],Orazio Ariosto,Orazio Ariosto.md,Orazio Ariosto,HYqZkM5fGv5U,320701554114647899967,work_location,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ut5gfQdSP4WR,Ferrara,,,,,,,
Agent,['Horatio Ariosti'],Orazio Ariosto,Orazio Ariosto.md,Orazio Ariosto,HYqZkM5fGv5U,320701554114647899967,member_of,,,,,,,,,,,,,
Agent,['Horatio Ariosti'],Orazio Ariosto,Orazio Ariosto.md,Orazio Ariosto,HYqZkM5fGv5U,320701554114647899967,occupation,,,,,,,,,,,,,
Agent,['Horatio Ariosti'],Orazio Ariosto,Orazio Ariosto.md,Orazio Ariosto,HYqZkM5fGv5U,320701554114647899967,related_to,,,,,,,,,,,,,
Agent,['Horatio Ariosti'],Orazio Ariosto,Orazio Ariosto.md,Orazio Ariosto,HYqZkM5fGv5U,320701554114647899967,notable_work,,,,,,,,,,,,,
Agent,['Horatio Ariosti'],Orazio Ariosto,Orazio Ariosto.md,Orazio Ariosto,HYqZkM5fGv5U,320701554114647899967,interested_in,,,,,,,,,,,,,
Agent,['Horatio Ariosti'],Orazio Ariosto,Orazio Ariosto.md,Orazio Ariosto,HYqZkM5fGv5U,320701554114647899967,catalog_identifier,,,,,,,,,,,,,
Agent,['Horatio Ariosti'],Orazio Ariosto,Orazio Ariosto.md,Orazio Ariosto,HYqZkM5fGv5U,320701554114647899967,identifier,,,,,,,,,,,,,http://www.wikidata.org/entity/Q16268133
