class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Cipriano de Rore,,,Cipriano de Rore,Cipriano de Rore.md,HaqU6ywkhBbi,321424990610485356787,identifier,http://www.wikidata.org/entity/Q316074,,,,,,,,,,,,,,,,
Agent,Cipriano de Rore,,,Cipriano de Rore,Cipriano de Rore.md,HaqU6ywkhBbi,321424990610485356787,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/RMrG5qDMi6DF,(Stras 2018),,,,,,,,,,,,,,
Agent,Cipriano de Rore,,,Cipriano de Rore,Cipriano de Rore.md,HaqU6ywkhBbi,321424990610485356787,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Cipriano de Rore,,,Cipriano de Rore,Cipriano de Rore.md,HaqU6ywkhBbi,321424990610485356787,gender,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Cipriano de Rore,,,Cipriano de Rore,Cipriano de Rore.md,HaqU6ywkhBbi,321424990610485356787,work_location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Ut5gfQdSP4WR,Ferrara,,,,,,,,
Agent,Cipriano de Rore,,,Cipriano de Rore,Cipriano de Rore.md,HaqU6ywkhBbi,321424990610485356787,member_of,,,,,,,,,,,,,,,,,
Agent,Cipriano de Rore,,,Cipriano de Rore,Cipriano de Rore.md,HaqU6ywkhBbi,321424990610485356787,occupation,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ,composer,,,,,
Agent,Cipriano de Rore,,,Cipriano de Rore,Cipriano de Rore.md,HaqU6ywkhBbi,321424990610485356787,related_to,,,,,,,,,,,,,,,,,
Agent,Cipriano de Rore,,,Cipriano de Rore,Cipriano de Rore.md,HaqU6ywkhBbi,321424990610485356787,notable_work,,,,,,,,,,,,,,,,,
Agent,Cipriano de Rore,,,Cipriano de Rore,Cipriano de Rore.md,HaqU6ywkhBbi,321424990610485356787,interested_in,,,,,,,,,,,,,,,,,
Agent,Cipriano de Rore,,,Cipriano de Rore,Cipriano de Rore.md,HaqU6ywkhBbi,321424990610485356787,catalog_identifier,,,,,,,,,,,,,,,,,
Agent,Cipriano de Rore,,,Cipriano de Rore,Cipriano de Rore.md,HaqU6ywkhBbi,321424990610485356787,present_in_work,,,,,,,,,,,,,,,,,
