class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Lepido Faci,,['Lepido Facij'],Lepido Faci,Lepido Faci.md,gTea6aAVr5nE,793447256507653871397,identifier,http://www.wikidata.org/entity/Q3229851,,,,,,,,,,,,,,,
Agent,Lepido Faci,,['Lepido Facij'],Lepido Faci,Lepido Faci.md,gTea6aAVr5nE,793447256507653871397,described_by_source,,,,,,,,,,,,,,,,
Agent,Lepido Faci,,['Lepido Facij'],Lepido Faci,Lepido Faci.md,gTea6aAVr5nE,793447256507653871397,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Lepido Faci,,['Lepido Facij'],Lepido Faci,Lepido Faci.md,gTea6aAVr5nE,793447256507653871397,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Lepido Faci,,['Lepido Facij'],Lepido Faci,Lepido Faci.md,gTea6aAVr5nE,793447256507653871397,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/P5ipTFsK5dJG,Roma,,,,,,,,
Agent,Lepido Faci,,['Lepido Facij'],Lepido Faci,Lepido Faci.md,gTea6aAVr5nE,793447256507653871397,member_of,,,,,,,,,,,,,,,,
Agent,Lepido Faci,,['Lepido Facij'],Lepido Faci,Lepido Faci.md,gTea6aAVr5nE,793447256507653871397,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Lepido Faci,,['Lepido Facij'],Lepido Faci,Lepido Faci.md,gTea6aAVr5nE,793447256507653871397,related_to,,,,,,,,,,,,,,,,
Agent,Lepido Faci,,['Lepido Facij'],Lepido Faci,Lepido Faci.md,gTea6aAVr5nE,793447256507653871397,notable_work,,,,,,,,,,,,,,,,
Agent,Lepido Faci,,['Lepido Facij'],Lepido Faci,Lepido Faci.md,gTea6aAVr5nE,793447256507653871397,interested_in,,,,,,,,,,,,,,,,
Agent,Lepido Faci,,['Lepido Facij'],Lepido Faci,Lepido Faci.md,gTea6aAVr5nE,793447256507653871397,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Lepido Faci,,['Lepido Facij'],Lepido Faci,Lepido Faci.md,gTea6aAVr5nE,793447256507653871397,present_in_work,,,,,,,,,,,,,,,,
