class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_pages,part_of_section,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,text_value,language_value,language_label
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Wvnraxko77uh,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CBJEfZgNCiU3', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/drasiKYKtnDo,Giovanna d'Aragona,,,,,,,,,,,,,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UHzA5avQDdMJ', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EKBsStjsf66c,Alessandro Piccolomini,,,,,,,,,,,,,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,part_of,,,,,,,,55.0,Alessandro Piccolomini.,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ENq7SsHPfC3T,Del tempio alla divina signora donna Giovanna d'Aragona,,,,,,,,,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/duqiuAVT6ZNg,praise,,,,,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/WdY5JsWWztUd,republic of letters,,,,,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/CqoJRNHkatyF,artistic legacy,,,,,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/B7F6S9cQhDK7,sonnet,,,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable,,,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/drasiKYKtnDo,Giovanna d'Aragona,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,text,,,,,,,,,,,,,,,,,,,,,,"Donna scesa dal Cielo, a far honore
Con nova alma beltade al secol nostro,
Che più chiaro che mai mostrate il vostro
Real sangue ARAGONIO aperto fore;

Volgete allegra i lumi, e lieta il core
Al divin Tempio, che non d'oro, o d'ostro
Ornato no, ma d'onorato inchiostro
S'erge a l'invitto vostro alto valore.

Fabricato non l'han dotti scultori
Con le più ricche pietre, e pretiose;
Che l'India manda, e'l tempo morde, e lima;

Ma i più sublimi, illustri, alti scrittori
Di questa età, con chiari versi, e prose,
Che non temon del tempo o dente, o lima.",,
PoeticWork,Donna scesa dal Cielo a far onore,,,Donna scesa dal Cielo a far onore,Donna scesa dal Cielo a far onore.md,XbAnb5wSkGYP,610443976061532111798,language,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian
