class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,"['albero', 'arboro']",tree,tree.md,tree,EY8rp5qPSPGb,258535346088173777193,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/g6w9WMyeoMXb,plant,,
Concept,"['albero', 'arboro']",tree,tree.md,tree,EY8rp5qPSPGb,258535346088173777193,subclass_of,,,,
Concept,"['albero', 'arboro']",tree,tree.md,tree,EY8rp5qPSPGb,258535346088173777193,identifier,,,,http://www.wikidata.org/entity/Q10884
