class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value,country_label
Place,Lucca,,,Lucca,Lucca.md,XSSWJuarq3FG,607285485003783220703,identifier,http://www.wikidata.org/entity/Q13373,,,,,
Place,Lucca,,,Lucca,Lucca.md,XSSWJuarq3FG,607285485003783220703,described_by_source,,,,,,
Place,Lucca,,,Lucca,Lucca.md,XSSWJuarq3FG,607285485003783220703,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Crg84MViZYxd,city,,
Place,Lucca,,,Lucca,Lucca.md,XSSWJuarq3FG,607285485003783220703,country,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/R4DkJ4Zkas7S,Italy
