class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,country_value
Place,Venezia,,['Venice'],Venezia,Venezia.md,TKTukTBozhcq,522216616365741137927,identifier,http://www.wikidata.org/entity/Q641,,,,
Place,Venezia,,['Venice'],Venezia,Venezia.md,TKTukTBozhcq,522216616365741137927,described_by_source,,,,,
Place,Venezia,,['Venice'],Venezia,Venezia.md,TKTukTBozhcq,522216616365741137927,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Crg84MViZYxd,city,
Place,Venezia,,['Venice'],Venezia,Venezia.md,TKTukTBozhcq,522216616365741137927,country,,,,,
