class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value,language_value,language_label,subject_value,subject_label,poetic_type_value,poetic_type_label,depicts_value,depicts_label,metre_value,metre_label
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FWORK%2F133850000010101_000000133700C,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,,,,,,,,,,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/THDdx5np8gBo,Giandomenico Martoretta,,,,,,,,,,,,,,,,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bdRLRxnHkEJT,De lo eccellentissimo musico La Martoretta li madrigali a quattro voci,,,,,,,,,,,,,,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,instrumentation,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ipSYHRQgqztR,"Ruggier, qual sempre fui, tal esser voglio",,,,,,,,,,,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,text,,,,,,,,,,,,,,,"La bella Bradamante che se stessa
Non tant'amava quant'il suo Ruggiero
Vedendolo dubbioso a la promessa
Che gl'era per lei fatta d'amor vero
Una lettera gli scriss'accio per essa
Riconoscesse falso il suo pensiero
Et eran tai parole in quel bel foglio
Ruggier qual sempre fui tal esser voglio.",,,,,,,,,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,language,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nKCWTNSaUJQU,Italian,,,,,,,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,subject,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GhA3XmpeZfqx,arie per cantare,,,,,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,poetic_type,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nkvGUfVFSUHZ,ottava rima,,,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,depicts,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QcHkWZUZDi75,Bradamante,,
MusicComposition,La bella Bradamante che se stessa (Martoretta),,,La bella Bradamante che se stessa (Martoretta),La bella Bradamante che se stessa (Martoretta).md,5xNP2ajjoXtt,81586869951804477338,metre,,,,,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/FPYzaHuDcPWK,hendecasyllable
