class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_publisher,has_version_place_of_publication,has_version_external_source,has_version_holding_institution,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV06340010,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,identifier,https://rism.online/sources/990040878,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,identifier,https://edit16.iccu.sbn.it/titolo/CNCE043039,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,,
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,,,,,
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,title,,,,,,"Il primo libro de madrigali a cinque voci, de Rinaldo Del Mel. Nuouamente posti in luce",,,,,,,,,,,,,,,
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,inception,,,,,,,1584.0,,,,,,,,,,,,,,
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,has_version,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE043039,1584.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/EaDmr6ppAvfM', 'label': 'Girolamo Scotto'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]",https://www.loc.gov/item/2008561340/,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hAGyHnPbU7PY', 'label': 'Library of Congress'}",,,,,,,,
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,contributor,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5n6E2xua9xN3,Rinaldo del Mel,,,,,
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,subject,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,has_part,,,,,,,,,,,,,,,,,,,,,
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mFmEeeyWJZMt,quintus
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kSRFAFQb4mfa,bassus
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5uHH8y5Q43eU,tenor
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UffZZ8mohzzQ,altus
NotatedMusic,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,,,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel,Il Primo libro de Madrigali a cinque voci de Rinaldo Del Mel.md,JWr76UXJFZjt,340616767618039846331,instrumentation,,,,,,,,,,,,,,,,,,,1.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6xVaVEAi3tdM,cantus
