class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5GmrgRoxsCpY', 'label': 'dedicatee'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dnKqeJdTP2sv,Vittoria Colonna,,,,,,,,,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,contributor,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oC7LB4jDGdwf,Rime di Francesca Turina Bufalini,,,,,,,,,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,part_of,,,,,,Turina Bufalini. All'Eccellentissima Signora Donna Vittoria Colonna.,13.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/oC7LB4jDGdwf,Rime di Francesca Turina Bufalini,,,,,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,based_on,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,derivative_work,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hxGbZLpsZTDB,elegy,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZfsD5EcdZsxp,praise,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,subject,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TNEkus8TKX7L,querelle des femmes,,,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,poetic_type,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Mzrr2esvFbco,sonnet,,,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,metre,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dnKqeJdTP2sv,Vittoria Colonna,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,
PoeticWork,"Questa, ch'a pena su l'aprir del fiore","Questa, ch'a pena su l'aprir del fiore.md","Questa, ch'a pena su l'aprir del fiore",UgXPKs9gwbZ9,550477231141886384293,depicts,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Af5NyLo5WJPc,woman,,,
