class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,interested_in_label,catalog_identifier_value,present_in_work_value
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,identifier,http://www.wikidata.org/entity/Q2591466,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,described_by_source,,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,work_location,,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,member_of,,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6RgqN6Ar8wnq,translator,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dbNtcx3kn4i7,editor,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,related_to,,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,notable_work,,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,interested_in,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/TNEkus8TKX7L,querelle des femmes,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Frans van Dooren,,,Frans van Dooren,Frans van Dooren.md,kAEjk6L2svUj,869684930552079185879,present_in_work,,,,,,,,,,,,,,,,
