class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,inception_value,inception_reference,dissolved_value,location_value,location_reference,location_label,official_website_value,catalog_identifier_value,member_role,member_reference,member_value,member_label,interested_in_value,notable_work_value
Organisation,Accademia degli Oscuri di Lucca,,,Accademia degli Oscuri di Lucca,Accademia degli Oscuri di Lucca.md,XXLg4GyAAia7,609058628556782622230,identifier,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Oscuri di Lucca,,,Accademia degli Oscuri di Lucca,Accademia degli Oscuri di Lucca.md,XXLg4GyAAia7,609058628556782622230,described_by_source,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Oscuri di Lucca,,,Accademia degli Oscuri di Lucca,Accademia degli Oscuri di Lucca.md,XXLg4GyAAia7,609058628556782622230,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/faKgxGgth5dr,academy,,,,,,,,,,,,,,
Organisation,Accademia degli Oscuri di Lucca,,,Accademia degli Oscuri di Lucca,Accademia degli Oscuri di Lucca.md,XXLg4GyAAia7,609058628556782622230,inception,,,,,1584.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Zq9ksBtTYP9n', 'label': '(Nicolaci 2017)'}]",,,,,,,,,,,,
Organisation,Accademia degli Oscuri di Lucca,,,Accademia degli Oscuri di Lucca,Accademia degli Oscuri di Lucca.md,XXLg4GyAAia7,609058628556782622230,dissolved,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Oscuri di Lucca,,,Accademia degli Oscuri di Lucca,Accademia degli Oscuri di Lucca.md,XXLg4GyAAia7,609058628556782622230,location,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fdXpSqLMpmkp,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Zq9ksBtTYP9n', 'label': '(Nicolaci 2017)'}]",Lucca,,,,,,,,
Organisation,Accademia degli Oscuri di Lucca,,,Accademia degli Oscuri di Lucca,Accademia degli Oscuri di Lucca.md,XXLg4GyAAia7,609058628556782622230,official_website,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Oscuri di Lucca,,,Accademia degli Oscuri di Lucca,Accademia degli Oscuri di Lucca.md,XXLg4GyAAia7,609058628556782622230,catalog_identifier,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Oscuri di Lucca,,,Accademia degli Oscuri di Lucca,Accademia degli Oscuri di Lucca.md,XXLg4GyAAia7,609058628556782622230,member,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/QJd3XfmEAuxc', 'label': 'founder'}","[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Zq9ksBtTYP9n', 'label': '(Nicolaci 2017)'}]",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Tj7254BPQYb6,Giovan Lorenzo Malpigli,,
Organisation,Accademia degli Oscuri di Lucca,,,Accademia degli Oscuri di Lucca,Accademia degli Oscuri di Lucca.md,XXLg4GyAAia7,609058628556782622230,interested_in,,,,,,,,,,,,,,,,,,
Organisation,Accademia degli Oscuri di Lucca,,,Accademia degli Oscuri di Lucca,Accademia degli Oscuri di Lucca.md,XXLg4GyAAia7,609058628556782622230,notable_work,,,,,,,,,,,,,,,,,,
