class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,opposite_of_value,identifier_value
Concept,Jesuit,Jesuit.md,Jesuit,FGBfeZaVMD8g,273396522745406825849,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Et64EF5pK79G,occupation,,,
Concept,Jesuit,Jesuit.md,Jesuit,FGBfeZaVMD8g,273396522745406825849,subclass_of,,,,,
Concept,Jesuit,Jesuit.md,Jesuit,FGBfeZaVMD8g,273396522745406825849,opposite_of,,,,,
Concept,Jesuit,Jesuit.md,Jesuit,FGBfeZaVMD8g,273396522745406825849,identifier,,,,,http://www.wikidata.org/entity/Q12319698
