class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,identifier_value
Concept,religious movement,religious movement.md,religious movement,Rh4WawLB9jXR,488760884792471468936,instance_of,,,,
Concept,religious movement,religious movement.md,religious movement,Rh4WawLB9jXR,488760884792471468936,subclass_of,,,,
Concept,religious movement,religious movement.md,religious movement,Rh4WawLB9jXR,488760884792471468936,opposite_of,,,,
Concept,religious movement,religious movement.md,religious movement,Rh4WawLB9jXR,488760884792471468936,identifier,,,,http://www.wikidata.org/entity/Q1826286
