class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,related_to_relationship,related_to_label,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Francesco dalla Viola,,,Francesco dalla Viola,Francesco dalla Viola.md,Qp9KXrKkaTXi,470689743772252112770,identifier,http://www.wikidata.org/entity/Q16206487,,,,,,,,,,,,,,,,,
Agent,Francesco dalla Viola,,,Francesco dalla Viola,Francesco dalla Viola.md,Qp9KXrKkaTXi,470689743772252112770,described_by_source,,,,,,,,,,,,,,,,,,
Agent,Francesco dalla Viola,,,Francesco dalla Viola,Francesco dalla Viola.md,Qp9KXrKkaTXi,470689743772252112770,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,
Agent,Francesco dalla Viola,,,Francesco dalla Viola,Francesco dalla Viola.md,Qp9KXrKkaTXi,470689743772252112770,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,
Agent,Francesco dalla Viola,,,Francesco dalla Viola,Francesco dalla Viola.md,Qp9KXrKkaTXi,470689743772252112770,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4rNwxjw3kNQo,Ferrara,,,,,,,,,,
Agent,Francesco dalla Viola,,,Francesco dalla Viola,Francesco dalla Viola.md,Qp9KXrKkaTXi,470689743772252112770,member_of,,,,,,,,,,,,,,,,,,
Agent,Francesco dalla Viola,,,Francesco dalla Viola,Francesco dalla Viola.md,Qp9KXrKkaTXi,470689743772252112770,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp,composer,,,,,,,
Agent,Francesco dalla Viola,,,Francesco dalla Viola,Francesco dalla Viola.md,Qp9KXrKkaTXi,470689743772252112770,related_to,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/7Y29ffZ8xr7v,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Jx7QABaT7gnR', 'label': 'sibling'}",Alfonso dalla Viola,,,,
Agent,Francesco dalla Viola,,,Francesco dalla Viola,Francesco dalla Viola.md,Qp9KXrKkaTXi,470689743772252112770,notable_work,,,,,,,,,,,,,,,,,,
Agent,Francesco dalla Viola,,,Francesco dalla Viola,Francesco dalla Viola.md,Qp9KXrKkaTXi,470689743772252112770,interested_in,,,,,,,,,,,,,,,,,,
Agent,Francesco dalla Viola,,,Francesco dalla Viola,Francesco dalla Viola.md,Qp9KXrKkaTXi,470689743772252112770,catalog_identifier,,,,,,,,,,,,,,,,,,
Agent,Francesco dalla Viola,,,Francesco dalla Viola,Francesco dalla Viola.md,Qp9KXrKkaTXi,470689743772252112770,present_in_work,,,,,,,,,,,,,,,,,,
