class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,identifier_value
Concept,['oceano'],ocean,ocean.md,ocean,dyaxwpBMYT2K,742377698636508540575,instance_of,,,
Concept,['oceano'],ocean,ocean.md,ocean,dyaxwpBMYT2K,742377698636508540575,subclass_of,,,
Concept,['oceano'],ocean,ocean.md,ocean,dyaxwpBMYT2K,742377698636508540575,identifier,,,http://www.wikidata.org/entity/Q9430
