class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_value,part_of_label,instrumentation_value,based_on_value,based_on_label,derivative_work_value,text_value
MusicComposition,"Oh lagrime, ch'ad arte (Orlandi)",,,"Oh lagrime, ch'ad arte (Orlandi)","Oh lagrime, ch'ad arte (Orlandi).md",5NSrnQP9HyFU,69306236777460744506,identifier,https://repim.itatti.harvard.edu/resource/?uri=http://repim.unibo.it/resource/WORK/196100000010101_000000175200C,,,,,,,,,,,,,,
MusicComposition,"Oh lagrime, ch'ad arte (Orlandi)",,,"Oh lagrime, ch'ad arte (Orlandi)","Oh lagrime, ch'ad arte (Orlandi).md",5NSrnQP9HyFU,69306236777460744506,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,
MusicComposition,"Oh lagrime, ch'ad arte (Orlandi)",,,"Oh lagrime, ch'ad arte (Orlandi)","Oh lagrime, ch'ad arte (Orlandi).md",5NSrnQP9HyFU,69306236777460744506,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/a7Qa4z8ocEzP,madrigal,,,,,,,,,,
MusicComposition,"Oh lagrime, ch'ad arte (Orlandi)",,,"Oh lagrime, ch'ad arte (Orlandi)","Oh lagrime, ch'ad arte (Orlandi).md",5NSrnQP9HyFU,69306236777460744506,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga', 'label': 'poet'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ke7Y8iiuR8Rg,Isabella Andreini,,,,,,,
MusicComposition,"Oh lagrime, ch'ad arte (Orlandi)",,,"Oh lagrime, ch'ad arte (Orlandi)","Oh lagrime, ch'ad arte (Orlandi).md",5NSrnQP9HyFU,69306236777460744506,contributor,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ERc4zrd6LiHT,Santi Orlandi,,,,,,,
MusicComposition,"Oh lagrime, ch'ad arte (Orlandi)",,,"Oh lagrime, ch'ad arte (Orlandi)","Oh lagrime, ch'ad arte (Orlandi).md",5NSrnQP9HyFU,69306236777460744506,part_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/bpVQ6pUqEgbQ,Libro terzo de madrigali a cinque voci di Santi Orlandi,,,,,
MusicComposition,"Oh lagrime, ch'ad arte (Orlandi)",,,"Oh lagrime, ch'ad arte (Orlandi)","Oh lagrime, ch'ad arte (Orlandi).md",5NSrnQP9HyFU,69306236777460744506,instrumentation,,,,,,,,,,,,,,,
MusicComposition,"Oh lagrime, ch'ad arte (Orlandi)",,,"Oh lagrime, ch'ad arte (Orlandi)","Oh lagrime, ch'ad arte (Orlandi).md",5NSrnQP9HyFU,69306236777460744506,based_on,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/nL3WZGMgLoL5,"Oh lagrime, ch'ad arte",,
MusicComposition,"Oh lagrime, ch'ad arte (Orlandi)",,,"Oh lagrime, ch'ad arte (Orlandi)","Oh lagrime, ch'ad arte (Orlandi).md",5NSrnQP9HyFU,69306236777460744506,derivative_work,,,,,,,,,,,,,,,
MusicComposition,"Oh lagrime, ch'ad arte (Orlandi)",,,"Oh lagrime, ch'ad arte (Orlandi)","Oh lagrime, ch'ad arte (Orlandi).md",5NSrnQP9HyFU,69306236777460744506,text,,,,,,,,,,,,,,,
