class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,contributor_role,contributor_value,contributor_label,part_of_section,part_of_pages,part_of_value,part_of_label,based_on_value,derivative_work_value,subject_value,subject_label,poetic_type_value,poetic_type_label,metre_value,metre_label,depicts_value,depicts_label,language_value,language_label,text_value
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,identifier,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,described_by_source,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/fYpqbjX78ztP,poem,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,contributor,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/awZyTsJZqrUq', 'label': 'author'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jjdWLDnqqpF4,Francesco Maria Caccianemici,,,,,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,part_of,,,,,,,,Del Tenebroso,38.0,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/JLv6HZNGtUao,Ricreazioni amorose de gli Academici Gelati di Bologna,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,based_on,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,derivative_work,,,,,,,,,,,,,,,,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,subject,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/2tBp5oPS8ekR,dawn,,,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,poetic_type,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NiFCVHMLTGkp,madrigale,,,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/kBwkVvdhkrbQ,heptasyllable,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,metre,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/emwSSkhQpsBS,hendecasyllable,,,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Nf6cF32SCt6E,singing,,,
PoeticWork,Al ritornar del Sole,"Poem depicting the return of light after the darkness of night, thanks to the Sun.",,Al ritornar del Sole,Al ritornar del Sole.md,Sssx8F8ebW4Q,513318481663947910930,depicts,,,,,,,,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/g8Up2rMGBphr,songbirds,,,
