class,aliases,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,['Mount Etna'],Etna,Etna.md,Etna,FNrGzpxh2Xcy,275813906505551586832,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/AvAuc4KB8LrW,volcano,,
Concept,['Mount Etna'],Etna,Etna.md,Etna,FNrGzpxh2Xcy,275813906505551586832,subclass_of,,,,
Concept,['Mount Etna'],Etna,Etna.md,Etna,FNrGzpxh2Xcy,275813906505551586832,identifier,,,,http://www.wikidata.org/entity/Q16990
