class,base_name,filename,label,id,n_id,property,part_of_value,citation_value,isbn_value,identifier_value,instance_of_value,instance_of_label
BibliographicResource,Recercare,Recercare.md,Recercare,o5R3AWPXbZ6Z,929847806847856010833,part_of,,,,,,
BibliographicResource,Recercare,Recercare.md,Recercare,o5R3AWPXbZ6Z,929847806847856010833,citation,,,,,,
BibliographicResource,Recercare,Recercare.md,Recercare,o5R3AWPXbZ6Z,929847806847856010833,isbn,,,,,,
BibliographicResource,Recercare,Recercare.md,Recercare,o5R3AWPXbZ6Z,929847806847856010833,identifier,,,,http://www.wikidata.org/entity/Q15753108,,
BibliographicResource,Recercare,Recercare.md,Recercare,o5R3AWPXbZ6Z,929847806847856010833,instance_of,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/gvXx2qyzuamD,scientific journal
