class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,present_in_work_value
Agent,Paolo Caracciolo,,,Paolo Caracciolo,Paolo Caracciolo.md,MK34kE4AB5yU,398243321441391574820,identifier,http://www.wikidata.org/entity/Q141266202,,,,,,,,,,,,,,,
Agent,Paolo Caracciolo,,,Paolo Caracciolo,Paolo Caracciolo.md,MK34kE4AB5yU,398243321441391574820,described_by_source,,,,,,,,,,,,,,,,
Agent,Paolo Caracciolo,,,Paolo Caracciolo,Paolo Caracciolo.md,MK34kE4AB5yU,398243321441391574820,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Paolo Caracciolo,,,Paolo Caracciolo,Paolo Caracciolo.md,MK34kE4AB5yU,398243321441391574820,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Paolo Caracciolo,,,Paolo Caracciolo,Paolo Caracciolo.md,MK34kE4AB5yU,398243321441391574820,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/KqqXxjP7q6oi,Nicosia,,,,,,,,
Agent,Paolo Caracciolo,,,Paolo Caracciolo,Paolo Caracciolo.md,MK34kE4AB5yU,398243321441391574820,member_of,,,,,,,,,,,,,,,,
Agent,Paolo Caracciolo,,,Paolo Caracciolo,Paolo Caracciolo.md,MK34kE4AB5yU,398243321441391574820,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp,composer,,,,,
Agent,Paolo Caracciolo,,,Paolo Caracciolo,Paolo Caracciolo.md,MK34kE4AB5yU,398243321441391574820,related_to,,,,,,,,,,,,,,,,
Agent,Paolo Caracciolo,,,Paolo Caracciolo,Paolo Caracciolo.md,MK34kE4AB5yU,398243321441391574820,notable_work,,,,,,,,,,,,,,,,
Agent,Paolo Caracciolo,,,Paolo Caracciolo,Paolo Caracciolo.md,MK34kE4AB5yU,398243321441391574820,interested_in,,,,,,,,,,,,,,,,
Agent,Paolo Caracciolo,,,Paolo Caracciolo,Paolo Caracciolo.md,MK34kE4AB5yU,398243321441391574820,catalog_identifier,,,,,,,,,,,,,,,,
Agent,Paolo Caracciolo,,,Paolo Caracciolo,Paolo Caracciolo.md,MK34kE4AB5yU,398243321441391574820,present_in_work,,,,,,,,,,,,,,,,
