class,base_name,filename,label,id,n_id,property,instance_of_value,subclass_of_value,opposite_of_value,identifier_value
Concept,chaos,chaos.md,chaos,btGKaPHCSbeP,699177241092383951826,instance_of,,,,
Concept,chaos,chaos.md,chaos,btGKaPHCSbeP,699177241092383951826,subclass_of,,,,
Concept,chaos,chaos.md,chaos,btGKaPHCSbeP,699177241092383951826,opposite_of,,,,
Concept,chaos,chaos.md,chaos,btGKaPHCSbeP,699177241092383951826,identifier,,,,http://www.wikidata.org/entity/Q1787424
