class,label,description,aliases,base_name,filename,id,n_id,property,isbn_value,described_by_source_value,part_of_value,citation_value
BibliographicResource,(Stras 2018),,['strasWomenMusicSixteenthcentury2018'],(Stras 2018),(Stras 2018).md,RMrG5qDMi6DF,481810768503175462204,isbn,978-1-107-15407-0,,,
BibliographicResource,(Stras 2018),,['strasWomenMusicSixteenthcentury2018'],(Stras 2018),(Stras 2018).md,RMrG5qDMi6DF,481810768503175462204,described_by_source,,,,
BibliographicResource,(Stras 2018),,['strasWomenMusicSixteenthcentury2018'],(Stras 2018),(Stras 2018).md,RMrG5qDMi6DF,481810768503175462204,part_of,,,,
BibliographicResource,(Stras 2018),,['strasWomenMusicSixteenthcentury2018'],(Stras 2018),(Stras 2018).md,RMrG5qDMi6DF,481810768503175462204,citation,,,,"Stras, Laurie. 2018. Women and Music in Sixteenth-Century Ferrara. Vol. 28. New Perspectives in Music History and Criticism. Cambridge, United Kingdom New York, NY, USA: Cambridge University Press."
