class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_publication_date,has_version_place_of_publication,has_version_external_source,has_version_publisher,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_quantity,instrumentation_value,instrumentation_label
NotatedMusic,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci.md,buuMrgamSatG,699774533246480882051,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV00230010,,,,,,,,,,,,,,,,,,,
NotatedMusic,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci.md,buuMrgamSatG,699774533246480882051,identifier,https://rism.online/sources/990000405,,,,,,,,,,,,,,,,,,,
NotatedMusic,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci.md,buuMrgamSatG,699774533246480882051,identifier,https://edit16.iccu.sbn.it/titolo/CNCE036478,,,,,,,,,,,,,,,,,,,
NotatedMusic,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci.md,buuMrgamSatG,699774533246480882051,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/dM6ceQfzK2pQ,RePIM,,,,,,,,,,,,,,,,,
NotatedMusic,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci.md,buuMrgamSatG,699774533246480882051,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/N6jMCTymbADK,partbook,,,,,,,,,,,,,,,
NotatedMusic,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci.md,buuMrgamSatG,699774533246480882051,title,,,,,,"Musica di don Lodouico Agostini ferrarese libro secondo de madrigali à quatro voci, nouamente composti & dati in luce",,,,,,,,,,,,,,
NotatedMusic,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci.md,buuMrgamSatG,699774533246480882051,inception,,,,,,,1572.0,,,,,,,,,,,,,
NotatedMusic,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci.md,buuMrgamSatG,699774533246480882051,has_version,,,,,,,,https://edit16.iccu.sbn.it/titolo/CNCE036478,1572.0,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv', 'label': 'Venezia'}]",http://www.bibliotecamusica.it/cmbm/viewschedatwbca.asp?path=/cmbm/images/ripro/gaspari/_Q/Q109/,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/BAscdG7oumi7', 'label': 'Antonio Gardano'}",,,,,,,,
NotatedMusic,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci.md,buuMrgamSatG,699774533246480882051,contributor,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/LeNVLHNHKPVp', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XtiKQkt7awAq,Lodovico Agostini,,,,,
NotatedMusic,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,,,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci,Musica di don Lodovico Agostini ferrarese libro secondo de madrigali a quattro voci.md,buuMrgamSatG,699774533246480882051,subject,,,,,,,,,,,,,,,,,,,,
