class,base_name,filename,label,id,n_id,property,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_value,described_by_source_value,described_by_source_label
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,YAu4Ri49muDH,622297457196763615851,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/U7bj4Jz7sSuU,human,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,YAu4Ri49muDH,622297457196763615851,gender,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Sw8LauTZqpYZ,male,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,YAu4Ri49muDH,622297457196763615851,work_location,,,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,YAu4Ri49muDH,622297457196763615851,member_of,,,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,YAu4Ri49muDH,622297457196763615851,occupation,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/YVAbik9eKVEW,poet,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,YAu4Ri49muDH,622297457196763615851,related_to,,,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,YAu4Ri49muDH,622297457196763615851,notable_work,,,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,YAu4Ri49muDH,622297457196763615851,interested_in,,,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,YAu4Ri49muDH,622297457196763615851,catalog_identifier,,,,,,,,,,,,,,
Agent,Guidubaldo Bonarelli della Rovere,Guidubaldo Bonarelli della Rovere.md,Guidubaldo Bonarelli della Rovere,YAu4Ri49muDH,622297457196763615851,described_by_source,,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/aKGEnQvmmxYg,(Tostini 2017)
