class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,member_of_pseudonym,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value,present_in_work_value
Agent,Camillo Gessi,,,Camillo Gessi,Camillo Gessi.md,ZVvBQRKAMqSx,649819119324636902421,identifier,http://www.wikidata.org/entity/Q94918792,,,,,,,,,,,,,,,,,,
Agent,Camillo Gessi,,,Camillo Gessi,Camillo Gessi.md,ZVvBQRKAMqSx,649819119324636902421,described_by_source,,,,,,,,,,,,,,,,,,,
Agent,Camillo Gessi,,,Camillo Gessi,Camillo Gessi.md,ZVvBQRKAMqSx,649819119324636902421,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,,,,
Agent,Camillo Gessi,,,Camillo Gessi,Camillo Gessi.md,ZVvBQRKAMqSx,649819119324636902421,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,,,,
Agent,Camillo Gessi,,,Camillo Gessi,Camillo Gessi.md,ZVvBQRKAMqSx,649819119324636902421,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/NAvcJHrBT6mr,Bologna,,,,,,,,,,,
Agent,Camillo Gessi,,,Camillo Gessi,Camillo Gessi.md,ZVvBQRKAMqSx,649819119324636902421,member_of,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/mWwsLAHpHDwR,L'Intento,Accademia dei Gelati di Bologna,,,,,,,,
Agent,Camillo Gessi,,,Camillo Gessi,Camillo Gessi.md,ZVvBQRKAMqSx,649819119324636902421,occupation,,,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XDaY2f6i5fwG,teacher,,,,,,
Agent,Camillo Gessi,,,Camillo Gessi,Camillo Gessi.md,ZVvBQRKAMqSx,649819119324636902421,related_to,,,,,,,,,,,,,,,,,,,
Agent,Camillo Gessi,,,Camillo Gessi,Camillo Gessi.md,ZVvBQRKAMqSx,649819119324636902421,notable_work,,,,,,,,,,,,,,,,,,,
Agent,Camillo Gessi,,,Camillo Gessi,Camillo Gessi.md,ZVvBQRKAMqSx,649819119324636902421,interested_in,,,,,,,,,,,,,,,,,,,
Agent,Camillo Gessi,,,Camillo Gessi,Camillo Gessi.md,ZVvBQRKAMqSx,649819119324636902421,catalog_identifier,,,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",5045.0,
Agent,Camillo Gessi,,,Camillo Gessi,Camillo Gessi.md,ZVvBQRKAMqSx,649819119324636902421,present_in_work,,,,,,,,,,,,,,,,,,,
