class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,gender_value,work_location_value,member_of_value,member_of_reference,member_of_label,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Anna Rosalia Caruso,,,Anna Rosalia Caruso,Anna Rosalia Caruso.md,P6G7Bcmm3erw,434891527479370943495,identifier,,,,,,,,,,,,,,,
Agent,Anna Rosalia Caruso,,,Anna Rosalia Caruso,Anna Rosalia Caruso.md,P6G7Bcmm3erw,434891527479370943495,described_by_source,,,,,,,,,,,,,,,
Agent,Anna Rosalia Caruso,,,Anna Rosalia Caruso,Anna Rosalia Caruso.md,P6G7Bcmm3erw,434891527479370943495,instance_of,,,,,,,,,,,,,,,
Agent,Anna Rosalia Caruso,,,Anna Rosalia Caruso,Anna Rosalia Caruso.md,P6G7Bcmm3erw,434891527479370943495,gender,,,,,,,,,,,,,,,
Agent,Anna Rosalia Caruso,,,Anna Rosalia Caruso,Anna Rosalia Caruso.md,P6G7Bcmm3erw,434891527479370943495,work_location,,,,,,,,,,,,,,,
Agent,Anna Rosalia Caruso,,,Anna Rosalia Caruso,Anna Rosalia Caruso.md,P6G7Bcmm3erw,434891527479370943495,member_of,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/8D9273o2DJsH,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/ZUwAH8aQD4bR', 'label': '(Everson 2017)'}]",Accademia degli Infecondi di Roma,,,,,,,
Agent,Anna Rosalia Caruso,,,Anna Rosalia Caruso,Anna Rosalia Caruso.md,P6G7Bcmm3erw,434891527479370943495,occupation,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/4AB2zhiGQJga,poet,,,,,
Agent,Anna Rosalia Caruso,,,Anna Rosalia Caruso,Anna Rosalia Caruso.md,P6G7Bcmm3erw,434891527479370943495,related_to,,,,,,,,,,,,,,,
Agent,Anna Rosalia Caruso,,,Anna Rosalia Caruso,Anna Rosalia Caruso.md,P6G7Bcmm3erw,434891527479370943495,notable_work,,,,,,,,,,,,,,,
Agent,Anna Rosalia Caruso,,,Anna Rosalia Caruso,Anna Rosalia Caruso.md,P6G7Bcmm3erw,434891527479370943495,interested_in,,,,,,,,,,,,,,,
Agent,Anna Rosalia Caruso,,,Anna Rosalia Caruso,Anna Rosalia Caruso.md,P6G7Bcmm3erw,434891527479370943495,catalog_identifier,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/iQ4o46B3wUmP', 'label': 'Italian Women Writers'}",A0556
