class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,described_by_source_label,instance_of_value,instance_of_label,title_value,inception_value,has_version_permalink,has_version_place_of_publication,has_version_publication_date,has_version_publisher,has_version_external_source,has_version_holding_institution,contributor_role,contributor_value,contributor_label,subject_value,has_part_value,instrumentation_value
NotatedMusic,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci","Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci.md",LDY4uBx8HEMK,375619431478769674076,identifier,http://id.sbn.it/bid/MUS0062511,,,,,,,,,,,,,,,,,,
NotatedMusic,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci","Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci.md",LDY4uBx8HEMK,375619431478769674076,identifier,https://repim.itatti.harvard.edu/resource/?uri=http%3A%2F%2Frepim.unibo.it%2Fresource%2FBOOK%2FNV53840010,,,,,,,,,,,,,,,,,,
NotatedMusic,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci","Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci.md",LDY4uBx8HEMK,375619431478769674076,identifier,https://rism.online/sources/993121420,,,,,,,,,,,,,,,,,,
NotatedMusic,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci","Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci.md",LDY4uBx8HEMK,375619431478769674076,described_by_source,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/UFWerrYngAnv,RePIM,,,,,,,,,,,,,,,,
NotatedMusic,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci","Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci.md",LDY4uBx8HEMK,375619431478769674076,instance_of,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/hGZbeqwxbiop,partbook,,,,,,,,,,,,,,
NotatedMusic,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci","Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci.md",LDY4uBx8HEMK,375619431478769674076,title,,,,,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,,,,,,,,,,,
NotatedMusic,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci","Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci.md",LDY4uBx8HEMK,375619431478769674076,inception,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci","Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci.md",LDY4uBx8HEMK,375619431478769674076,has_version,,,,,,,,http://id.sbn.it/bid/MUS0062511,"[{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/jKgm7x2ZisFF', 'label': 'Antwerpen'}]",1616.0,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/XjfgaSYLR8Go', 'label': 'Pierre Phalèse the Younger'}",https://archive.org/details/g-32-helicone-madrigali-0011,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/Gb7sB4jm4YVo', 'label': 'Internet Archive'}",,,,,,
NotatedMusic,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci","Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci.md",LDY4uBx8HEMK,375619431478769674076,contributor,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/h24pafkqqHsZ', 'label': 'composer'}",https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/PXm2iCS7zpDi,Orazio Colombano,,,
NotatedMusic,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci","Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci.md",LDY4uBx8HEMK,375619431478769674076,subject,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci","Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci.md",LDY4uBx8HEMK,375619431478769674076,has_part,,,,,,,,,,,,,,,,,,,
NotatedMusic,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci",,,"Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci","Il Helicone, madrigali de diversi eccellentissimi musici a cinque voci.md",LDY4uBx8HEMK,375619431478769674076,instrumentation,,,,,,,,,,,,,,,,,,,
