class,label,description,aliases,base_name,filename,id,n_id,property,identifier_value,described_by_source_value,instance_of_value,instance_of_label,gender_value,gender_label,work_location_value,work_location_label,member_of_value,occupation_value,occupation_label,related_to_value,notable_work_value,interested_in_value,catalog_identifier_source,catalog_identifier_value
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,T8A5wcNzFW7v,518120948086199607487,identifier,,,,,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,T8A5wcNzFW7v,518120948086199607487,described_by_source,,,,,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,T8A5wcNzFW7v,518120948086199607487,instance_of,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/GB3DPeNtxqwb,human,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,T8A5wcNzFW7v,518120948086199607487,gender,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/5bZY447EzsJq,male,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,T8A5wcNzFW7v,518120948086199607487,work_location,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/f43HawKudsFv,Venezia,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,T8A5wcNzFW7v,518120948086199607487,member_of,,,,,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,T8A5wcNzFW7v,518120948086199607487,occupation,,,,,,,,,,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/o2jeCDMBAhqR,publisher,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,T8A5wcNzFW7v,518120948086199607487,related_to,,,,,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,T8A5wcNzFW7v,518120948086199607487,notable_work,,,,,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,T8A5wcNzFW7v,518120948086199607487,interested_in,,,,,,,,,,,,,,,,
Agent,Paolo Guerigli,,,Paolo Guerigli,Paolo Guerigli.md,T8A5wcNzFW7v,518120948086199607487,catalog_identifier,,,,,,,,,,,,,,,"{'value': 'https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/DoWoU567wmiV', 'label': 'Italian Academies Database'}",20097.0
