class,label,base_name,filename,id,n_id,property,instance_of_value,instance_of_label,subclass_of_value,identifier_value
Concept,painter,painter,painter.md,JtXDRUo7kviy,348461528860450595074,instance_of,https://nicholascorniaorpheus.github.io/accademia-degli-incompresi/entity/6oNeDcfvTHyK,occupation,,
Concept,painter,painter,painter.md,JtXDRUo7kviy,348461528860450595074,subclass_of,,,,
Concept,painter,painter,painter.md,JtXDRUo7kviy,348461528860450595074,identifier,,,,http://www.wikidata.org/entity/Q1028181
